Position,Track Name,Artist,Streams,date,region,id
174,"Fire On Fire - From ""Watership Down""",Sam Smith,4334794,2018-12-28--2019-01-04,global,5rFj8OzffT0iggSjcBaeND
175,No Brainer,DJ Khaled,4318986,2018-12-28--2019-01-04,global,5WvAo7DNuPRmk4APhdPzi8
176,Wonderwall - Remastered,Oasis,4309033,2018-12-28--2019-01-04,global,5qqabIl2vWzo9ApSC317sa
177,Puntos Suspensivos,Piso 21,4295780,2018-12-28--2019-01-04,global,04cd1MHVq1D8v1nuTZoCdv
178,Agora é Tudo Meu,Dennis DJ,4290835,2018-12-28--2019-01-04,global,5yH8pYxNckOU1cxfPsMIaz
179,Billie Jean,Michael Jackson,4287429,2018-12-28--2019-01-04,global,5ChkMS8OtdzJeqyybCc9R5
180,Photograph,Ed Sheeran,4286566,2018-12-28--2019-01-04,global,6fxVffaTuwjgEk5h9QyRjy
181,Caro,Bad Bunny,4285138,2018-12-28--2019-01-04,global,6it15CsDlkqB7N4lF0C1qM
182,Ciumeira - Ao Vivo,Marília Mendonça,4279596,2018-12-28--2019-01-04,global,2H1liABu20HXBOmbt5SQz1
183,X,Nicky Jam,4266545,2018-12-28--2019-01-04,global,39N9RPD9MRb5WmoLzNzPeA
184,Wolves,Selena Gomez,4234756,2018-12-28--2019-01-04,global,0tBbt8CrmxbjRP0pueQkyU
185,Ric Flair Drip (& Metro Boomin),Offset,4226340,2018-12-28--2019-01-04,global,7sO5G9EABYOXQKNPNiE9NR
186,Feel It Still,Portugal. The Man,4221541,2018-12-28--2019-01-04,global,6QgjcU0zLnzq5OrUoSZ3OK
187,Rewrite The Stars,Zac Efron,4211648,2018-12-28--2019-01-04,global,630sXRhIcfwr2e4RdNtjKN
188,Quiere Beber,Anuel AA,4208734,2018-12-28--2019-01-04,global,3rPAD722s5FFNnwjC91t7Z
189,Topanga,Trippie Redd,4202833,2018-12-28--2019-01-04,global,5aXgz1oKK8Q9z9xvTmSnrO
190,goosebumps,Travis Scott,4185425,2018-12-28--2019-01-04,global,6gBFPUFcJLzWGx4lenP6h2
191,All Girls Are The Same,Juice WRLD,4147797,2018-12-28--2019-01-04,global,4VXIryQMWpIdGgYR4TrjT1
192,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,4127887,2018-12-28--2019-01-04,global,1wJRveJZLSb1rjhnUHQiv6
193,Quem Me Dera,Márcia Fellipe,4116188,2018-12-28--2019-01-04,global,2lAyctg5FocS67eksHoyIg
194,Look At Me!,XXXTENTACION,4105261,2018-12-28--2019-01-04,global,6eYxmK9fdL4hwLnXG2zY3s
195,Something Just Like This,The Chainsmokers,4095693,2018-12-28--2019-01-04,global,6RUKPb4LETWmmr3iAEQktW
196,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4093084,2018-12-28--2019-01-04,global,5Gu0PDLN4YJeW75PpBSg9p
197,Mr. Brightside,The Killers,4056491,2018-12-28--2019-01-04,global,7oK9VyNzrYvRFo7nQEYkWN
198,Nevermind,Dennis Lloyd,4016855,2018-12-28--2019-01-04,global,63SevszngYpZOwf63o61K4
199,Born To Be Yours,Kygo,4009944,2018-12-28--2019-01-04,global,4M3FO0ji6Lc8vwD1sgf1nc
200,Happier,Ed Sheeran,4003713,2018-12-28--2019-01-04,global,2RttW7RAu5nOAfq6YFvApB
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,32548077,2019-01-04--2019-01-11,global,3KkXRkHbMCARz0aVfEt68P
2,"thank u, next",Ariana Grande,29904412,2019-01-04--2019-01-11,global,2rPE9A1vEgShuZxxzR2tZH
3,Wow.,Post Malone,29752551,2019-01-04--2019-01-11,global,6MWtB6iiXyIwun0YzU6DFP
4,Without Me,Halsey,24867431,2019-01-04--2019-01-11,global,5p7ujcrUXASCNwRaWNHR1C
5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,22845885,2019-01-04--2019-01-11,global,4w8niZpiMy6qz1mntFA5uM
6,Sweet but Psycho,Ava Max,21942752,2019-01-04--2019-01-11,global,25sgk305KZfyuqVBQIahim
7,Calma - Remix,Pedro Capó,20326903,2019-01-04--2019-01-11,global,5iwz1NiezX7WWjnCgY5TH4
8,MIA (feat. Drake),Bad Bunny,19414160,2019-01-04--2019-01-11,global,116H0KvKr2Zl4RPuVBruDO
9,Happier,Marshmello,18637219,2019-01-04--2019-01-11,global,2dpaYNEQHiRxtZbfNsse99
10,SICKO MODE,Travis Scott,18588911,2019-01-04--2019-01-11,global,2xLMifQCjDGFmkHkpNLD9h
11,High Hopes,Panic! At The Disco,18340295,2019-01-04--2019-01-11,global,1rqqCSm0Qe4I9rUvWncaom
12,Going Bad (feat. Drake),Meek Mill,17137403,2019-01-04--2019-01-11,global,2IRZnDFmlqMuOrYOLnZZyc
13,Adan y Eva,Paulo Londra,16773308,2019-01-04--2019-01-11,global,6FyRXC8tJUh863JCkyWqtk
14,ZEZE,Kodak Black,16713258,2019-01-04--2019-01-11,global,0FZ4Dmg8jJJAPJnvBIzD9z
15,Shallow,Lady Gaga,16498186,2019-01-04--2019-01-11,global,2VxeLyX666F8uXCJ0dZF8B
16,Eastside (with Halsey & Khalid),benny blanco,14344693,2019-01-04--2019-01-11,global,7FGq80cy8juXBCD2nrqdWU
17,Drip Too Hard (Lil Baby & Gunna),Lil Baby,13970600,2019-01-04--2019-01-11,global,78QR3Wp35dqAhFEc2qAGjE
18,Mo Bamba,Sheck Wes,13371509,2019-01-04--2019-01-11,global,1xzBco0xcoJEDXktl7Jxrr
19,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,13321833,2019-01-04--2019-01-11,global,5JEx7HbmvHQQswJCsoo9rA
20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,13293720,2019-01-04--2019-01-11,global,2LskIZrCeLxRvCiGP8gxlh
21,when the party's over,Billie Eilish,13279895,2019-01-04--2019-01-11,global,14JzyD6FlBD5z0wV5P07YI
22,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,12846041,2019-01-04--2019-01-11,global,27rdGxbavYJeBphck5MZAF
23,Better Now,Post Malone,12621995,2019-01-04--2019-01-11,global,7dt6x5M1jzdTEt8oCbisTK
24,Better,Khalid,12406424,2019-01-04--2019-01-11,global,6zeeWid2sgw4lap2jV61PZ
25,Girls Like You (feat. Cardi B),Maroon 5,12367756,2019-01-04--2019-01-11,global,7fa9MBXhVfQ8P8Df9OEbD8
26,imagine,Ariana Grande,12262149,2019-01-04--2019-01-11,global,0todbbT9g5uQGbeFCiBf2F
27,SAD!,XXXTENTACION,12011402,2019-01-04--2019-01-11,global,3ee8Jmje8o58CHK66QrVC2
28,Be Alright,Dean Lewis,11920154,2019-01-04--2019-01-11,global,3EPXxR3ImUwfayaurPi3cm
29,Bohemian Rhapsody - Remastered 2011,Queen,11376248,2019-01-04--2019-01-11,global,7tFiyTwD0nx5a1eklYtX2J
30,Saturday Nights,Khalid,11371337,2019-01-04--2019-01-11,global,5kfNriitmkNE8mUbZ7gbq8
31,Lucid Dreams,Juice WRLD,11197891,2019-01-04--2019-01-11,global,285pBltuF7vW8TeWk8hdRR
32,In My Mind,Dynoro,10987254,2019-01-04--2019-01-11,global,0E9ZjEAyAwOXZ7wJC0PD33
33,Ella Quiere Beber - Remix,Anuel AA,10777081,2019-01-04--2019-01-11,global,2cYnZNzFRFK0H7vSNxPsUq
34,Leave Me Alone,Flipp Dinero,10692302,2019-01-04--2019-01-11,global,14mHfNsSHN0FbLftyjrV9g
35,Look Back at It,A Boogie Wit da Hoodie,10609203,2019-01-04--2019-01-11,global,3Ol2xnObFdKV9pmRD2t9x8
36,rockstar (feat. 21 Savage),Post Malone,10356940,2019-01-04--2019-01-11,global,0e7ipj03S05BNilyu5bRzt
37,Moonlight,XXXTENTACION,10195921,2019-01-04--2019-01-11,global,0JP9xo3adEtGSdUEISiszL
38,Solo de Mi,Bad Bunny,10172678,2019-01-04--2019-01-11,global,4uP3pUP18ennmz0tb3GphR
39,Wake Up in the Sky,Gucci Mane,9846321,2019-01-04--2019-01-11,global,2G1tXoGBaEMJ7FKGnkf6ud
40,Bad Liar,Imagine Dragons,9782856,2019-01-04--2019-01-11,global,2RSHsoi04658QL5xgQVov3
41,Promises (with Sam Smith),Calvin Harris,9779178,2019-01-04--2019-01-11,global,5N5k9nd479b1xpDZ4usjrg
42,I Like It,Cardi B,9747111,2019-01-04--2019-01-11,global,58q2HKrzhC3ozto2nDdN4z
43,whoa (mind in awe),XXXTENTACION,9563848,2019-01-04--2019-01-11,global,7pdF27mSDuPWhppnHAmWHa
44,Adictiva,Daddy Yankee,9561439,2019-01-04--2019-01-11,global,6MJUCumnQsQEKbCy28tbCP
45,Ruin My Life,Zara Larsson,9537774,2019-01-04--2019-01-11,global,5tAa8Uaqr4VvA3693mbIhU
46,lovely,Billie Eilish,9513509,2019-01-04--2019-01-11,global,1NJcg626wLln4pGHpiV7mf
47,Youngblood,5 Seconds of Summer,9450998,2019-01-04--2019-01-11,global,2iUXsYOEPhVqEBwsqP70rE
48,Taste (feat. Offset),Tyga,9377729,2019-01-04--2019-01-11,global,5IaHrVsrferBYDm0bDyABy
49,Vaina Loca,Ozuna,9168444,2019-01-04--2019-01-11,global,48zFZh27QU5qsrBjn4C2FA
50,God's Plan,Drake,8980769,2019-01-04--2019-01-11,global,6DCZcSspjsKoFjzjrWoCdn
51,a lot,21 Savage,8950974,2019-01-04--2019-01-11,global,2t8yVaLvJ0RenpXUIAC52d
52,Desconocidos,Mau y Ricky,8940249,2019-01-04--2019-01-11,global,0s5DNDV6LAKn2u2Ufa3VjQ
53,Kiss and Make Up,Dua Lipa,8781335,2019-01-04--2019-01-11,global,13hvHEstJ4sNbzdroPrPI3
54,monster,21 Savage,8732939,2019-01-04--2019-01-11,global,2FUNBaa5DwItJtYEBgAblU
55,Money,Cardi B,8136943,2019-01-04--2019-01-11,global,2GGMabyHXnJmjY6CXhhB2e
56,In My Feelings,Drake,8067924,2019-01-04--2019-01-11,global,2G7V7zsVDxg1yRsu7Ew9RJ
57,Natural,Imagine Dragons,8058139,2019-01-04--2019-01-11,global,2FY7b99s15jUprqC0M5NCT
58,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,8001340,2019-01-04--2019-01-11,global,0jAfdqv18goRTUxm3ilRjb
59,Love Someone,Lukas Graham,7951539,2019-01-04--2019-01-11,global,3id2EVGKc3eFAMn9nFnB0r
60,Nonstop,Drake,7907759,2019-01-04--2019-01-11,global,0TlLq3lA83rQOYtrqBqSct
61,Beautiful (feat. Camila Cabello),Bazzi,7868930,2019-01-04--2019-01-11,global,4VUwkH455At9kENOfzTqmF
62,Imposible,Luis Fonsi,7830882,2019-01-04--2019-01-11,global,3ao3OVxHlb3C08vAaApUlm
63,Jocelyn Flores,XXXTENTACION,7677165,2019-01-04--2019-01-11,global,7m9OqQk4RVRkw9JJdeAw96
64,Let You Love Me,Rita Ora,7667156,2019-01-04--2019-01-11,global,5Fla3zyOCcIRqrDoKLU0DP
65,no tears left to cry,Ariana Grande,7638105,2019-01-04--2019-01-11,global,2qT1uLXPVPzGgFOx4jtEuo
66,Amanece,Anuel AA,7613788,2019-01-04--2019-01-11,global,1LiN0Z98FkR1t0m8KmLcAH
67,BEBE,6ix9ine,7584716,2019-01-04--2019-01-11,global,4KkUjFkcQvGvWekl8RATDn
68,Cuando Te Besé,Becky G,7557816,2019-01-04--2019-01-11,global,2XXMDz7SPZ4mSFN1PXfHUy
69,KIKA,6ix9ine,7554171,2019-01-04--2019-01-11,global,6Gy7rXB6Ku5vIWC7WGWsl3
70,idontwannabeyouanymore,Billie Eilish,7545015,2019-01-04--2019-01-11,global,40T5GIqQ1CegGm2PTEl8Bu
71,Happy Now,Kygo,7501835,2019-01-04--2019-01-11,global,14sOS5L36385FJ3OL8hew4
72,Psycho (feat. Ty Dolla $ign),Post Malone,7478237,2019-01-04--2019-01-11,global,3swc6WTsr7rl9DqQKQA55C
73,2002,Anne-Marie,7401219,2019-01-04--2019-01-11,global,2BgEsaKNfHUdlh97KmvFyo
74,Body (feat. Brando),Loud Luxury,7394853,2019-01-04--2019-01-11,global,7K7MUBCnzgBAvMVW2RTWNs
75,Shape of You,Ed Sheeran,7367186,2019-01-04--2019-01-11,global,7qiZfU4dY1lWllzX7mPBI3
76,Bubalu,Becky G,7356038,2019-01-04--2019-01-11,global,7dNwJbsT0sg1le5kVugGJb
77,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,7324667,2019-01-04--2019-01-11,global,6mQLN3zRtAp6ovjusyYKrV
78,One Kiss (with Dua Lipa),Calvin Harris,7303078,2019-01-04--2019-01-11,global,7ef4DlsgrMEH11cDZd32M6
79,Crushed Up,Future,7199292,2019-01-04--2019-01-11,global,7AYuSG1LoaaFVKjOxsB6Vh
80,BAD!,XXXTENTACION,7114933,2019-01-04--2019-01-11,global,22An65gG31JLf9n18qjdhZ
81,Reggaeton,J Balvin,6966608,2019-01-04--2019-01-11,global,2D3z17LBMJ2HEHeBFFjTLi
82,Solo (feat. Demi Lovato),Clean Bandit,6941759,2019-01-04--2019-01-11,global,3NuK5xMlSlB6K2Qp16zf3h
83,Believer,Imagine Dragons,6879520,2019-01-04--2019-01-11,global,0pqnGHJpmpxLKifKRmU6WP
84,IDGAF,Dua Lipa,6801258,2019-01-04--2019-01-11,global,76cy1WJvNGJTj78UqeA5zr
85,Another One Bites The Dust - Remastered 2011,Queen,6766253,2019-01-04--2019-01-11,global,5vdp5UmvTsnMEMESIF2Ym7
86,Te Boté - Remix,Nio Garcia,6609022,2019-01-04--2019-01-11,global,3V8UKqhEK5zBkBb6d6ub8i
87,Perfect,Ed Sheeran,6520151,2019-01-04--2019-01-11,global,0tgVpDi06FyKpA1z0VMD4v
88,MALA,6ix9ine,6514966,2019-01-04--2019-01-11,global,0LQ1J0BCzA2qnAgp9MkkNE
89,Don't Stop Me Now - Remastered,Queen,6496381,2019-01-04--2019-01-11,global,5T8EDUDqKcs6OSOwEsfqG7
90,Havana (feat. Young Thug),Camila Cabello,6481381,2019-01-04--2019-01-11,global,1rfofaqEpACxVEHIZBJe6W
91,"Fire On Fire - From ""Watership Down""",Sam Smith,6427867,2019-01-04--2019-01-11,global,5rFj8OzffT0iggSjcBaeND
92,Armed And Dangerous,Juice WRLD,6427376,2019-01-04--2019-01-11,global,5wujBwqG7INdStqGd4tRMX
93,Say My Name,David Guetta,6376259,2019-01-04--2019-01-11,global,0YammaEkYSeo9vQYZ1OwS6
94,No Stylist,French Montana,6360105,2019-01-04--2019-01-11,global,04MLEeAMuV9IlHEsD8vF6A
95,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,6321324,2019-01-04--2019-01-11,global,1KVczjazCcCCgM3gXXUl47
96,Shotgun,George Ezra,6296836,2019-01-04--2019-01-11,global,4ofwffwvvnbSkrMSCKQDaC
97,I Like Me Better,Lauv,6258578,2019-01-04--2019-01-11,global,2P91MQbaiQOfbiz9VqhqKQ
98,Falling Down - Bonus Track,Lil Peep,6255381,2019-01-04--2019-01-11,global,4jvjzW7Hm0yK4LvvE0Paz9
99,I Love It (& Lil Pump),Kanye West,6240478,2019-01-04--2019-01-11,global,4S8d14HvHb70ImctNgVzQQ
100,FEFE,6ix9ine,6229148,2019-01-04--2019-01-11,global,4QIyEq7TcTdAcxjI2AFlAK
101,breathin,Ariana Grande,6211330,2019-01-04--2019-01-11,global,4OafepJy2teCjYJbvFE60J
102,I Fall Apart,Post Malone,6165561,2019-01-04--2019-01-11,global,75ZvA4QfFiZvzhj2xkaWAh
103,Rise,Jonas Blue,6149574,2019-01-04--2019-01-11,global,3KLygy1YWhmrQx0GRs7IOx
104,Ya No Tiene Novio,Sebastian Yatra,6069075,2019-01-04--2019-01-11,global,7uQmJ1jgNzBpATSoWKSPFu
105,NI BIEN NI MAL,Bad Bunny,6039873,2019-01-04--2019-01-11,global,278kSqsZIiYp8p3QjYAqa8
106,The Middle,Zedd,6024466,2019-01-04--2019-01-11,global,09IStsImFySgyp0pIQdqAc
107,changes,XXXTENTACION,6023636,2019-01-04--2019-01-11,global,7AFASza1mXqntmGtbxXprO
108,YOSEMITE,Travis Scott,6020702,2019-01-04--2019-01-11,global,7lAK3oHbfEnvUQWosrMMpR
109,Thunder,Imagine Dragons,6016230,2019-01-04--2019-01-11,global,1zB4vmk8tFRmM9UULNzbLB
110,Undecided,Chris Brown,5977064,2019-01-04--2019-01-11,global,7uiBocndm12aKbsdnQ3Scx
111,FRIENDS,Marshmello,5968014,2019-01-04--2019-01-11,global,08bNPGLD8AhKpnnERrAc6G
112,SOLO,JENNIE,5956033,2019-01-04--2019-01-11,global,2wVDWtLKXunswWecARNILj
113,New Rules,Dua Lipa,5925292,2019-01-04--2019-01-11,global,2xJCMIJfcNYDc5iR0sAm2O
114,This Feeling,The Chainsmokers,5925138,2019-01-04--2019-01-11,global,4NBTZtAt1F13VvlSKe6KTl
115,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,5906612,2019-01-04--2019-01-11,global,4hQ6UGyWQIGJmHSo0J88JW
116,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,5872266,2019-01-04--2019-01-11,global,4Uy3kNxW2kB8AEoXljEcth
117,Butterfly Doors,Lil Pump,5829912,2019-01-04--2019-01-11,global,4NdXQlDTzxbOMkzJGWFtz3
118,God is a woman,Ariana Grande,5815530,2019-01-04--2019-01-11,global,5OCJzvD7sykQEKHH7qAC3C
119,Electricity (with Dua Lipa),Silk City,5806209,2019-01-04--2019-01-11,global,5N4erncE7kuUccm7zEmwzk
120,Best Part (feat. Daniel Caesar),H.E.R.,5737658,2019-01-04--2019-01-11,global,4OBZT9EnhYIV17t4pGw7ig
121,Say You Won't Let Go,James Arthur,5733167,2019-01-04--2019-01-11,global,5uCax9HTNlzGybIStD3vDh
122,Culpables,KAROL G,5688412,2019-01-04--2019-01-11,global,6q8Lb50EtqNeeJXXe8mMAH
123,Under Pressure - Remastered,Queen,5586372,2019-01-04--2019-01-11,global,2fuCquhmrzHpu5xcA1ci9x
124,Too Good At Goodbyes,Sam Smith,5571631,2019-01-04--2019-01-11,global,1mXVgsBdtIVeCLJnSnmtdV
125,Woman Like Me (feat. Nicki Minaj),Little Mix,5507540,2019-01-04--2019-01-11,global,222B3aljXx6fFwKmFjuBED
126,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,5497503,2019-01-04--2019-01-11,global,4e4fqjx0Izh4svvTef1z7e
127,Fuck Love (feat. Trippie Redd),XXXTENTACION,5478008,2019-01-04--2019-01-11,global,7AQim7LbvFVZJE3O8TYgf2
128,Look Alive (feat. Drake),BlocBoy JB,5476610,2019-01-04--2019-01-11,global,4qKcDkK6siZ7Jp1Jb4m0aL
129,Always Remember Us This Way,Lady Gaga,5467451,2019-01-04--2019-01-11,global,2rbDhOo9Fh61Bbu23T2qCk
130,Amigos Con Derechos,Reik,5445003,2019-01-04--2019-01-11,global,2zDj4WjbNDmrRL6Z4YjjCA
131,I'm a Mess,Bebe Rexha,5421941,2019-01-04--2019-01-11,global,04ZTP5KsCypmtCmQg5tH9R
132,Somebody To Love - Remastered 2011,Queen,5361535,2019-01-04--2019-01-11,global,6cFZ4PLC19taNlpl9pbGMf
133,Créeme,KAROL G,5256699,2019-01-04--2019-01-11,global,1mT47pKLXUwPYGwB91GcNz
134,Lucky You (feat. Joyner Lucas),Eminem,5235879,2019-01-04--2019-01-11,global,60SdxE8apGAxMiRrpbmLY0
135,Thunderclouds,Sia,5216852,2019-01-04--2019-01-11,global,2c7GlMNmF7pbohjykutmLP
136,Congratulations,Post Malone,5165824,2019-01-04--2019-01-11,global,3a1lNhkSLSkpJE4MSHpDu9
137,bellyache,Billie Eilish,5158934,2019-01-04--2019-01-11,global,51NFxnQvaosfDDutk0tams
138,Hope,The Chainsmokers,5112328,2019-01-04--2019-01-11,global,4BiiOzZCrXEzHRLYcYFiD5
139,Trampoline,SHAED,5106179,2019-01-04--2019-01-11,global,0lsRatBUs9HNIZAmoGABzk
140,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,5095730,2019-01-04--2019-01-11,global,74lnM5V6ecvoTPV0fvptx9
141,Space Cadet (feat. Gunna),Metro Boomin,5066740,2019-01-04--2019-01-11,global,1fewSx2d5KIZ04wsooEBOz
142,XO Tour Llif3,Lil Uzi Vert,5062073,2019-01-04--2019-01-11,global,7GX5flRQZVHRAGd6B4TmDO
143,ocean eyes,Billie Eilish,5053800,2019-01-04--2019-01-11,global,2uIX8YMNjGMD7441kqyyNU
144,Love Lies (with Normani),Khalid,5046447,2019-01-04--2019-01-11,global,45Egmo7icyopuzJN0oMEdk
145,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,4999271,2019-01-04--2019-01-11,global,1wJRveJZLSb1rjhnUHQiv6
146,Closer,The Chainsmokers,4990860,2019-01-04--2019-01-11,global,7BKLCZ1jbUBVqRi2FVlTVw
147,Jackie Chan,Tiësto,4958852,2019-01-04--2019-01-11,global,4kWO6O1BUXcZmaxitpVUwp
148,In My Blood,Shawn Mendes,4919860,2019-01-04--2019-01-11,global,2QZ7WLBE8h2y1Y5Fb8RYbH
149,These Days,Rudimental,4900006,2019-01-04--2019-01-11,global,5CLGzJsGqhCEECcpnFQA8x
150,Noticed,Lil Mosey,4895807,2019-01-04--2019-01-11,global,6JQvHMSaR8flFsN53ypOfP
151,Puntos Suspensivos,Piso 21,4882283,2019-01-04--2019-01-11,global,04cd1MHVq1D8v1nuTZoCdv
152,Nice For What,Drake,4871684,2019-01-04--2019-01-11,global,3CA9pLiwRIGtUBiMjbZmRw
153,Project Dreams,Marshmello,4870852,2019-01-04--2019-01-11,global,0PowxVSTY2uh1CPc8EPKyX
154,Fine China,Future,4831602,2019-01-04--2019-01-11,global,5274I4mUMnYczyeXkGDWZN
155,PPP,Kevin Roldan,4813396,2019-01-04--2019-01-11,global,1DcxnVNFAyVl2sDQ646pXS
156,all my friends,21 Savage,4801560,2019-01-04--2019-01-11,global,4paAidoE8VAemwU4jgCc6l
157,Asesina - Remix,Brytiago,4750953,2019-01-04--2019-01-11,global,59PYgzOiOjGDzjDT5N5oOX
158,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,4743748,2019-01-04--2019-01-11,global,7ycWLEP1GsNjVvcjawXz3z
159,Thinking out Loud,Ed Sheeran,4733162,2019-01-04--2019-01-11,global,1Slwb6dOYkBlWal1PGtnNg
160,Mala Mía,Maluma,4679598,2019-01-04--2019-01-11,global,62o8KoI44JfN7aYxgTnPvh
161,Yes Indeed,Lil Baby,4663230,2019-01-04--2019-01-11,global,6vN77lE9LK6HP2DewaN6HZ
162,Atrasadinha - Ao Vivo,Felipe Araújo,4658627,2019-01-04--2019-01-11,global,5EKHbW7mXcAR4hCyS3YXjb
163,Calling My Spirit,Kodak Black,4658311,2019-01-04--2019-01-11,global,2MShy1GSSgbmGUxADNIao5
164,All The Stars (with SZA),Kendrick Lamar,4650602,2019-01-04--2019-01-11,global,3GCdLUSnKSMJhs4Tj6CV3s
165,Photograph,Ed Sheeran,4617075,2019-01-04--2019-01-11,global,6fxVffaTuwjgEk5h9QyRjy
166,Ibiza,Ozuna,4613470,2019-01-04--2019-01-11,global,1h9P5WJwyvK8OB7O2YiXgp
167,Sin Pijama,Becky G,4582266,2019-01-04--2019-01-11,global,2ijef6ni2amuunRoKTlgww
168,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4562544,2019-01-04--2019-01-11,global,5Gu0PDLN4YJeW75PpBSg9p
169,Everybody Dies In Their Nightmares,XXXTENTACION,4560603,2019-01-04--2019-01-11,global,3GVkPk8mqxz0itaAriG1L7
170,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4552621,2019-01-04--2019-01-11,global,6wWaVoUOzLQJHd3bWAUpdZ
171,Splashin,Rich The Kid,4551699,2019-01-04--2019-01-11,global,79OEIr4J4FHV0O3KrhaXRb
172,Mine,Bazzi,4527344,2019-01-04--2019-01-11,global,7uzmGiiJyRfuViKKK3lVmR
173,Ric Flair Drip (& Metro Boomin),Offset,4493480,2019-01-04--2019-01-11,global,7sO5G9EABYOXQKNPNiE9NR
174,Jenifer,Gabriel Diniz,4480840,2019-01-04--2019-01-11,global,5ixqGGFu0hdHfErdp32QwT
175,HUMBLE.,Kendrick Lamar,4480581,2019-01-04--2019-01-11,global,7KXjTSCq5nL1LoYtL7XAwS
176,No Es Justo,J Balvin,4473022,2019-01-04--2019-01-11,global,5qFeMRz4TvetPmzjre9Dq7
177,Benzema,Capital Bra,4454127,2019-01-04--2019-01-11,global,7KPGeiXWDsGEvFK62wzU8E
178,Young Dumb & Broke,Khalid,4442656,2019-01-04--2019-01-11,global,5Z3GHaZ6ec9bsiI5BenrbY
179,Wolves,Selena Gomez,4403727,2019-01-04--2019-01-11,global,0tBbt8CrmxbjRP0pueQkyU
180,goosebumps,Travis Scott,4379111,2019-01-04--2019-01-11,global,6gBFPUFcJLzWGx4lenP6h2
181,What Lovers Do,Maroon 5,4370231,2019-01-04--2019-01-11,global,0WdGQhoAP2LBsqr5Jhit2g
182,Topanga,Trippie Redd,4364531,2019-01-04--2019-01-11,global,5aXgz1oKK8Q9z9xvTmSnrO
183,Africa,TOTO,4359832,2019-01-04--2019-01-11,global,2374M0fQpWi3dLnB54qaLX
184,Wonderwall - Remastered,Oasis,4350758,2019-01-04--2019-01-11,global,5qqabIl2vWzo9ApSC317sa
185,We Will Rock You - Remastered,Queen,4343406,2019-01-04--2019-01-11,global,4pbJqGIASGPr0ZpGpnWkDn
186,Happier,Ed Sheeran,4339035,2019-01-04--2019-01-11,global,2RttW7RAu5nOAfq6YFvApB
187,Rewrite The Stars,Zac Efron,4335302,2019-01-04--2019-01-11,global,630sXRhIcfwr2e4RdNtjKN
188,I'm Yours,Jason Mraz,4276550,2019-01-04--2019-01-11,global,3S0OXQeoh0w6AY8WQVckRW
189,Something Just Like This,The Chainsmokers,4181275,2019-01-04--2019-01-11,global,6RUKPb4LETWmmr3iAEQktW
190,come out and play,Billie Eilish,4166861,2019-01-04--2019-01-11,global,7wC5eZcFS1Q1BsQ35DU6H4
191,Call Out My Name,The Weeknd,4131614,2019-01-04--2019-01-11,global,1gm616Plq4ScqNi7TVkZ5N
192,Happy Now,Zedd,4127591,2019-01-04--2019-01-11,global,4keoy2fqgwGnbWlm3ZVZFa
193,MAMA,6ix9ine,4121707,2019-01-04--2019-01-11,global,1oJ8EDr2pv94IvSd6ZmDgo
194,Someone You Loved,Lewis Capaldi,4117240,2019-01-04--2019-01-11,global,2TIlqbIneP0ZY1O0EzYLlc
195,Ocean (feat. Khalid),Martin Garrix,4104898,2019-01-04--2019-01-11,global,3nc420PXjTdBV5TN0gCFkS
196,Look At Me!,XXXTENTACION,4096358,2019-01-04--2019-01-11,global,6eYxmK9fdL4hwLnXG2zY3s
197,Silence,Marshmello,4094264,2019-01-04--2019-01-11,global,7vGuf3Y35N4wmASOKLUVVU
198,10 Freaky Girls (with 21 Savage),Metro Boomin,4088895,2019-01-04--2019-01-11,global,0AluA5RNsa4Cx6XRhf2hWZ
199,Treat You Better,Shawn Mendes,4059442,2019-01-04--2019-01-11,global,3QGsuHI8jO1Rx4JWLUh9jd
200,STARGAZING,Travis Scott,4047090,2019-01-04--2019-01-11,global,7wBJfHzpfI3032CSD7CE2m
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,34579416,2019-01-11--2019-01-18,global,3KkXRkHbMCARz0aVfEt68P
2,Wow.,Post Malone,29944242,2019-01-11--2019-01-18,global,6MWtB6iiXyIwun0YzU6DFP
